"state","city","bedroom","bath","acre_lot","house_size","price","price_in_K"
"New Jersey","Browns Mills",4,1,0.33,1148,259900,260
"New Jersey","Beachwood",3,3,0.18,1512,249900,250
"New Jersey","Southampton",2,1,0.13,1014,217000,217
"New Jersey","Hammonton",3,2,1.32,2008,339900,340
"New Jersey","Little Egg Harbor Township",2,2,0.13,1646,365000,365
"New Jersey","Browns Mills",3,1,0.23,1516,280000,280
"New Jersey","Forked River",2,1,0.14,720,259000,259
"New Jersey","Toms River",2,3,0.14,1121,226000,226
"New Jersey","Egg Harbor Township",4,3,0.69,2260,389900,390
"New Jersey","Pleasantville",3,2,0.12,1170,185000,185
"New Jersey","Mays Landing",3,2,0.04,1072,179900,180
"New Jersey","Shamong",4,3,1.13,2802,525000,525
"New Jersey","Toms River",2,2,0.17,1440,344000,344
"New Jersey","Tuckerton",2,3,0,1308,195000,195
"New Jersey","Atlantic City",6,3,0.03,1360,269900,270
"New Jersey","Tuckerton",4,3,3.29,2760,255000,255
"New Jersey","Florence",2,1,0.06,1260,150000,150
"New Jersey","Mays Landing",3,2,0.22,2100,239900,240
"New Jersey","Allentown",3,1,0.5,1484,325000,325
"New Jersey","Browns Mills",2,1,0.51,964,194900,195
"New Jersey","Whiting",2,1,0.11,1001,159900,160
"New Jersey","Waretown",3,4,0.1,2799,650000,650
"New Jersey","Mays Landing",3,3,0.07,1700,290000,290
"New Jersey","Galloway Township",3,2,0.39,1434,279000,279
"New Jersey","Little Egg Harbor",3,1,0.1,1180,329900,330
"New Jersey","Toms River",2,2,0.21,1364,350000,350
"New Jersey","Galloway Township",4,3,0.17,2347,419900,420
"New Jersey","Forked River",3,3,0.14,2298,540000,540
"New Jersey","Forked River",3,2,0.29,1350,320000,320
"New Jersey","Allentown",4,5,0.32,3626,650000,650
"New Jersey","Toms River",4,3,0.43,2220,469000,469
"New Jersey","Toms River",5,5,1.11,4508,1200000,1200
"New Jersey","Waretown",1,1,0.28,480,199900,200
"New Jersey","Tabernacle",4,4,1,3700,605000,605
"New Jersey","Medford",4,3,3.34,3987,490000,490
"New Jersey","Little Egg Harbor",3,2,0.23,2249,379900,380
"New Jersey","Bayville",2,2,0.14,1551,239900,240
"New Jersey","Little Egg Harbor",3,3,0.21,2709,489900,490
"New Jersey","Hammonton",4,4,0.32,3108,625000,625
"New Jersey","Williamstown",4,2,0.26,2068,299000,299
"New Jersey","Lanoka Harbor",3,2,0.42,1652,389000,389
"New Jersey","Toms River",2,2,0.28,1678,399000,399
"New Jersey","Medford",4,5,1.02,6083,849000,849
"New Jersey","Forked River",2,1,0.15,966,299000,299
"New Jersey","Toms River",3,1,0.23,1284,349000,349
"New Jersey","Allentown",4,2,1.01,2928,750000,750
"New Jersey","Toms River",2,2,0.11,1601,368999,369
"New Jersey","Forked River",3,2,0.17,1671,599900,600
"New Jersey","Atlantic City",3,1,0.03,1254,154900,155
"New Jersey","Absecon",4,1,0.13,1496,285000,285
"New Jersey","Southampton",4,3,1.93,2400,549900,550
"New Jersey","Hammonton",3,1,0.7,1400,280000,280
"New Jersey","Toms River",3,2,0.6,1881,4e+05,400
"New Jersey","Little Egg Harbor",3,1,0.14,1040,239900,240
"New Jersey","Toms River",3,2,0.17,1680,369990,370
"New Jersey","Egg Harbor Township",4,3,0.29,12798,445000,445
"New Jersey","Pleasantville",3,2,0.19,1402,169900,170
"New Jersey","Hammonton",4,2,0.26,2000,2e+05,200
"New Jersey","Tuckerton",3,3,0.5,2073,319000,319
"New Jersey","Atlantic City",3,2,0.11,1232,215000,215
"New Jersey","Atlantic City",4,4,0.04,1260,239000,239
"New Jersey","Southampton",2,1,6,837,235000,235
"New Jersey","Galloway",3,3,0.17,1493,274900,275
"New Jersey","Browns Mills",3,2,0.22,1454,287000,287
"New Jersey","Mays Landing",4,4,0.44,3534,799000,799
"New Jersey","Forked River",2,2,0.19,1224,268000,268
"New Jersey","Toms River",2,2,0.15,1514,260000,260
"New Jersey","Egg Harbor Township",3,2,0.23,960,219000,219
"New Jersey","Tuckerton",3,2,0.44,2076,389900,390
"New Jersey","Shamong",3,4,4.74,3574,599000,599
"New Jersey","Shamong",4,3,0.46,2050,275000,275
"New Jersey","Absecon",2,3,0.07,1400,140000,140
"New Jersey","Tabernacle",4,3,1,2244,410000,410
"New Jersey","Little Egg Harbor",2,3,0.07,1372,199000,199
"New Jersey","Little Egg Harbor Township",3,2,0.11,1964,379900,380
"New Jersey","Beachwood",3,2,0.18,1160,349000,349
"New Jersey","Tuckerton",2,1,0.06,893,135000,135
"New Jersey","Beachwood",5,2,0.18,2062,425000,425
"New Jersey","Galloway Township",3,3,0.18,1650,359900,360
"New Jersey","Forked River",4,2,0.23,1502,380000,380
"New Jersey","Toms River",2,2,0.16,1440,369900,370
"New Jersey","Sicklerville",5,5,0.88,3180,512000,512
"New Jersey","Pleasantville",3,1,0.03,1048,129900,130
"New Jersey","New Egypt",5,3,1,4320,630000,630
"New Jersey","Atlantic City",5,1,0.02,1706,59900,60
"New Jersey","Forked River",3,2,0.25,1632,360000,360
"New Jersey","Lakehurst",3,2,0.14,1412,255000,255
"New Jersey","Medford Lakes",2,1,0.11,1054,254000,254
"New Jersey","Egg Harbor Township",4,2,0.36,1356,219000,219
"New Jersey","Medford Lakes",3,1,0.17,1126,325000,325
"New Jersey","Toms River",2,2,0.12,1232,285000,285
"New Jersey","Mullica",1,1,0.26,800,79500,80
"New Jersey","Pemberton",3,2,0.18,1404,2e+05,200
"New Jersey","Little Egg Harbor",3,3,0.21,2470,399900,400
"New Jersey","Whiting",2,2,0.17,1392,165000,165
"New Jersey","Galloway Township",4,3,1,2486,447500,448
"New Jersey","Wrightstown",4,2,0.46,1501,345000,345
"New Jersey","Southampton",2,2,0.28,1517,340000,340
"New Jersey","Toms River",2,2,0.17,1400,279700,280
"New Jersey","Galloway Township",3,2,0.33,1302,327500,328
"New Jersey","Browns Mills",3,2,0.18,1508,310000,310
"New Jersey","Little Egg Harbor",5,4,0.15,2142,799999,800
"New Jersey","Ventnor",4,4,0.04,1996,899900,900
"New Jersey","Toms River",3,2,0.29,1637,429000,429
"New Jersey","Jackson",4,3,3,4572,1100000,1100
"New Jersey","Jackson",3,2,1,1248,449000,449
"New Jersey","Toms River",5,2,0.69,2132,549900,550
"New Jersey","Egg Harbor City",3,2,4.86,1262,279900,280
"New Jersey","Tuckerton",3,2,1.33,2646,275000,275
"New Jersey","Egg Harbor Township",3,1,0.23,1064,244900,245
"New Jersey","Chesterfield",4,3,1.07,2080,495000,495
"New Jersey","Toms River",2,2,0.14,1404,245000,245
"New Jersey","Little Egg Harbor",3,3,0.26,1662,349900,350
"New Jersey","Manahawkin",4,3,0.21,2287,454900,455
"New Jersey","Jackson",3,2,2.33,4682,699000,699
"New Jersey","Southampton",2,2,0.13,1360,264999,265
"New Jersey","Toms River",2,2,0.17,1440,359900,360
"New Jersey","Toms River",3,2,0.23,1699,379900,380
"New Jersey","Toms River",5,5,1.54,3500,825000,825
"New Jersey","Mays Landing",2,1,0.14,680,159900,160
"New Jersey","Pleasantville",3,1,0.15,1090,163000,163
"New Jersey","Southampton",2,2,0.14,1376,250000,250
"New Jersey","Egg Harbor City",2,1,2.02,1024,2e+05,200
"New Jersey","Hammonton",2,2,0.17,1752,318900,319
"New Jersey","Tabernacle",4,3,1,2866,539900,540
"New Jersey","Little Egg Harbor Township",2,1,0.14,1364,239500,240
"New Jersey","Manahawkin",5,3,0.3,2871,650000,650
"New Jersey","Browns Mills",3,1,0.44,1126,204900,205
"New Jersey","Manahawkin",4,3,0.23,3000,679900,680
"New Jersey","Manahawkin",3,2,0.14,1616,549999,550
"New Jersey","Northfield",4,3,0.25,3342,479900,480
"New Jersey","Lanoka Harbor",3,2,0.59,2274,529900,530
"New Jersey","Jackson",3,2,1.76,1400,489000,489
"New Jersey","Southampton",2,1,0.14,987,237000,237
"New Jersey","Toms River",2,2,0.16,1232,250000,250
"New Jersey","Jackson",4,3,2.04,2703,869900,870
"New Jersey","Manahawkin",4,2,0.21,1278,324900,325
"New Jersey","Toms River",2,2,0.3,1336,379900,380
"New Jersey","Atlantic City",3,1,0.02,960,52500,52
"New Jersey","Pleasantville",3,1,0.1,1170,169900,170
"New Jersey","Egg Harbor Township",4,3,0.58,3400,429900,430
"New Jersey","Galloway Township",3,3,0.18,1760,234900,235
"New Jersey","Forked River",4,3,0.28,2028,329900,330
"New Jersey","Galloway Township",3,3,0.55,1668,365000,365
"New Jersey","Browns Mills",4,2,0.28,1490,315000,315
"New Jersey","Galloway Township",3,2,0.81,1326,325000,325
"New Jersey","Toms River",2,1,0.17,11000,294000,294
"New Jersey","Hamilton Township",4,3,0.11,1882,364900,365
"New Jersey","Linwood",5,5,0.35,5000,999900,1000
"New Jersey","Forked River",4,2,0.23,1828,374999,375
"New Jersey","Manahawkin",3,3,0.21,1376,350000,350
"New Jersey","Toms River",2,2,0.14,1494,355000,355
"New Jersey","Toms River",2,1,0.14,1121,315000,315
"New Jersey","Pleasantville",3,2,0.23,1656,184900,185
"New Jersey","Little Egg Harbor",3,2,0.39,2403,375000,375
"New Jersey","Pemberton",4,2,0.14,1410,215000,215
"New Jersey","Browns Mills",4,2,0.18,1972,350000,350
"New Jersey","Tuckerton",4,3,0.21,1588,549999,550
"New Jersey","Little Egg Harbor Township",3,2,0.15,1700,419000,419
"New Jersey","Hammonton",3,2,0.24,1456,310000,310
"New Jersey","Forked River",3,2,0.22,1516,329000,329
"New Jersey","Tuckerton",2,1,0.11,1000,324900,325
"New Jersey","Galloway Township",3,3,0.51,1500,417750,418
"New Jersey","Beachwood",3,1,0.18,1311,299900,300
"New Jersey","Toms River",2,2,0.13,1232,289999,290
"New Jersey","Port Republic",3,3,0.52,2668,367500,368
"New Jersey","Mays Landing",3,1,0.21,929,181500,182
"New Jersey","Egg Harbor City",3,1,0.28,840,140000,140
"New Jersey","Egg Harbor Township",4,3,0.23,2749,429900,430
"New Jersey","Browns Mills",3,3,0.28,2080,360000,360
"New Jersey","Galloway Township",4,3,0.14,2500,438000,438
"New Jersey","Brigantine",5,4,0.11,2524,775000,775
"New Jersey","Brigantine",3,3,0.05,1668,440000,440
"New Jersey","Margate",5,5,0.08,2700,2300000,2300
"New Jersey","Absecon",4,1,0.23,1232,215000,215
"New Jersey","Manahawkin",3,2,0.33,1525,399900,400
"New Jersey","Tuckerton",2,2,0.03,1410,220000,220
"New Jersey","Whiting",2,2,0.14,1184,175000,175
"New Jersey","Bayville",4,3,0.36,2320,479900,480
"New Jersey","Jackson",4,3,1.87,2704,7e+05,700
"New Jersey","Egg Harbor Township",2,2,0.24,1404,287500,288
"New Jersey","Forked River",3,2,0.23,1424,329900,330
"New Jersey","Jackson",3,1,1.15,1274,389999,390
"New Jersey","Toms River",4,4,0.51,3312,975000,975
"New Jersey","Egg Harbor City",3,3,0.14,1648,249900,250
"New Jersey","Toms River",2,2,0.13,1328,329000,329
"New Jersey","Galloway",3,2,0.29,1032,255135,255
"New Jersey","Little Egg Harbor",2,2,0.13,1700,365500,366
"New Jersey","Forked River",3,3,0.18,1900,469900,470
"New Jersey","Bayville",4,3,0.16,1871,369000,369
"New Jersey","Forked River",3,2,0.18,2204,299900,300
"New Jersey","Manahawkin",3,2,0.21,1282,349900,350
"New Jersey","Toms River",2,2,0.14,1514,310000,310
"New Jersey","Toms River",2,2,0.16,1440,345000,345
"New Jersey","Waterford Works",3,2,1,1274,239900,240
"New Jersey","Browns Mills",4,2,0.23,1536,2e+05,200
"New Jersey","Little Egg Harbor Township",5,4,0.21,3271,425000,425
"New Jersey","Browns Mills",3,3,0.49,1840,339000,339
"New Jersey","Hammonton",3,2,0.31,1196,275000,275
"New Jersey","Pemberton",3,2,0.22,1484,250000,250
"New Jersey","Wrightstown",4,3,3.18,3033,659000,659
"New Jersey","Absecon",4,3,0.23,2168,374900,375
"New Jersey","Tabernacle",5,4,1.01,3040,529900,530
"New Jersey","Hainesport",3,3,0.08,1990,377500,378
"New Jersey","Egg Harbor City",3,2,0.28,1500,274900,275
"New Jersey","Little Egg Harbor Township",4,3,1.14,2496,583900,584
"New Jersey","Egg Harbor Township",3,3,0.23,1988,340000,340
"New Jersey","Forked River",3,3,0.23,1684,399900,400
"New Jersey","Forked River",2,1,0.16,1032,289900,290
"New Jersey","Toms River",2,2,0.14,1364,355900,356
"New Jersey","Galloway Township",4,3,0.19,2347,399000,399
"New Jersey","Northfield",4,3,0.31,2202,369900,370
"New Jersey","Manahawkin",3,1,0.16,828,450000,450
"New Jersey","Absecon",6,4,0.35,4174,580000,580
"New Jersey","Waretown",3,3,0.15,3068,625000,625
"New Jersey","Marlton",3,3,0.11,1993,339900,340
"New Jersey","Little Egg Harbor Township",4,2,0.45,1782,375000,375
"New Jersey","Medford",4,4,1.1,3569,675000,675
"New Jersey","Jackson",3,3,1.12,2780,699900,700
"New Jersey","Manahawkin",3,2,0.16,1674,349900,350
"New Jersey","Toms River",4,4,0.26,2172,6e+05,600
"New Jersey","Toms River",3,2,0.23,1500,399900,400
"New Jersey","West Creek",5,2,0.56,1700,289900,290
"New Jersey","Northfield",3,2,0.21,1899,309000,309
"New Jersey","Egg Harbor City",3,3,0.16,6752,210000,210
"New Jersey","Williamstown",3,1,0.25,2068,270000,270
"New Jersey","Browns Mills",3,1,0.37,1080,299000,299
"New Jersey","Browns Mills",2,1,0.18,768,197000,197
"New Jersey","Little Egg Harbor",2,2,0.14,1500,340000,340
"New Jersey","Waretown",3,2,0.76,1144,314900,315
"New Jersey","Jackson",4,3,0.93,2720,719000,719
"New Jersey","Medford",4,3,0.92,2560,589900,590
"New Jersey","Millstone",5,5,1.84,4316,975000,975
"New Jersey","Beachwood",3,2,0.1,1414,359000,359
"New Jersey","Southampton",2,1,1.69,740,155000,155
"New Jersey","Atlantic City",3,2,0.08,1731,195000,195
"New Jersey","Pleasantville",2,2,0.17,1600,150000,150
"New Jersey","Southampton",2,1,0.12,987,224900,225
"New Jersey","Browns Mills",4,3,0.25,2688,399900,400
"New Jersey","Lanoka Harbor",4,3,0.34,2384,499900,500
"New Jersey","Manahawkin",4,3,0.6,2343,550000,550
"New Jersey","Egg Harbor Township",5,3,0.23,2882,425000,425
"New Jersey","Browns Mills",3,1,0.18,1300,239000,239
"New Jersey","Toms River",4,2,0.25,1206,285000,285
"New Jersey","Toms River",2,2,0.14,1404,326340,326
"New Jersey","Manahawkin",5,3,0.21,2566,1565000,1565
"New Jersey","Toms River",2,2,0.14,1232,245000,245
"New Jersey","West Creek",2,1,0.26,892,199900,200
"New Jersey","Little Egg Harbor Township",3,2,0.15,1829,299900,300
"New Jersey","Toms River",2,2,0.17,1440,379999,380
"New Jersey","Egg Harbor City",3,1,0.15,946,210000,210
"New Jersey","Margate",4,3,0.11,2400,1169000,1169
"New Jersey","Toms River",3,1,0.28,1364,425000,425
"New Jersey","Margate",4,3,0.07,2184,7e+05,700
"New Jersey","Atlantic City",3,1,0.02,70626,169000,169
"New Jersey","Toms River",2,1,0.15,1124,269000,269
"New Jersey","Browns Mills",3,1,0.28,896,129900,130
"New Jersey","Egg Harbor Township",4,3,0.3,2428,429900,430
"New Jersey","Southampton",4,2,2.53,1396,325000,325
"New Jersey","Browns Mills",3,1,0.17,921,195000,195
"New Jersey","Tuckerton",3,2,0.26,2035,1200000,1200
"New Jersey","Brigantine",3,2,0.08,1300,6e+05,600
"New Jersey","Toms River",2,2,0.14,1400,380000,380
"New Jersey","Toms River",3,2,0.23,1630,399000,399
"New Jersey","Egg Harbor City",3,2,0.41,1290,218000,218
"New Jersey","Absecon",4,2,0.21,1508,269900,270
"New Jersey","Tuckerton",3,2,2.03,1506,2e+05,200
"New Jersey","Lumberton",4,4,0.31,2420,475000,475
"New Jersey","Northfield",3,2,0.21,1320,265000,265
"New Jersey","Willingboro",5,2,0.2,2288,328000,328
"New Jersey","Egg Harbor Township",5,3,0.25,2536,464999,465
"New Jersey","Tabernacle",4,3,1,3125,539900,540
"New Jersey","Southampton",2,2,0.13,1077,224900,225
"New Jersey","Southampton",2,1,0.13,861,99999,100
"New Jersey","Waterford Works",3,2,0.34,1272,240000,240
"New Jersey","Little Egg Harbor",2,3,0.42,1503,399900,400
"New Jersey","Egg Harbor Township",2,2,0.45,850,225000,225
"New Jersey","Mays Landing",4,3,1.15,2420,359900,360
"New Jersey","Southampton",2,1,0.14,850,209950,210
"New Jersey","Vincentown",4,3,1,4522,799900,800
"New Jersey","Medford",3,3,0.5,2108,435000,435
"New Jersey","Absecon",3,1,0.27,1100,255000,255
"New Jersey","Manchester",4,3,1.01,3416,699999,700
"New Jersey","Waretown",3,2,0.22,1700,375000,375
"New Jersey","Tuckerton",3,2,0.44,1544,365000,365
"New Jersey","Whiting",2,1,0.1,1134,169900,170
"New Jersey","Lacey",2,1,0.23,836,199900,200
"New Jersey","Pemberton",4,3,0.32,2333,410000,410
"New Jersey","Pemberton",4,4,0.23,2255,440000,440
"New Jersey","Toms River",3,3,0.17,2000,559900,560
"New Jersey","Millstone",5,5,4,5400,1599000,1599
"New Jersey","Jackson",3,2,0.5,1638,389900,390
"New Jersey","Waretown",3,1,0.17,1080,319000,319
"New Jersey","Pleasantville",3,2,0.2,1230,220000,220
"New Jersey","Galloway Township",5,5,1.7,4551,549000,549
"New Jersey","Galloway Township",4,3,0.22,2577,325900,326
"New Jersey","Egg Harbor Township",4,3,0.24,2180,349950,350
"New Jersey","Toms River",2,2,0.16,1440,269900,270
"New Jersey","Toms River",2,2,0.14,1340,230000,230
"New Jersey","Marlton",3,2,0.05,1138,220000,220
"New Jersey","Toms River",2,2,0.14,1340,265900,266
"New Jersey","Toms River",3,3,0.02,1866,375000,375
"New Jersey","Toms River",4,3,0.37,2230,424700,425
"New Jersey","Manahawkin",4,2,0.1,1704,369000,369
"New Jersey","Toms River",3,2,0.29,1362,349900,350
"New Jersey","Galloway Township",4,3,0.22,2340,425000,425
"New Jersey","Williamstown",3,1,0.29,1375,249999,250
"New Jersey","Hammonton",3,1,0.26,1269,279900,280
"New Jersey","Hammonton",2,1,0.28,1127,239900,240
"New Jersey","Southampton",2,2,0.13,1416,319900,320
"New Jersey","Toms River",2,1,0.23,762,275000,275
"New Jersey","Pleasantville",4,2,0.08,1782,172900,173
"New Jersey","Pleasantville",3,2,0.22,1611,179900,180
"New Jersey","Little Egg Harbor Township",3,2,1.12,2748,365000,365
"New Jersey","Little Egg Harbor Township",4,2,0.11,1832,429900,430
"New Jersey","Smithville",3,2,0.18,1541,279900,280
"New Jersey","Shamong",6,3,1,3176,588888,589
"New Jersey","Shamong",4,3,13.25,3158,669900,670
"New Jersey","Toms River",2,1,0.12,1124,164999,165
"New Jersey","Jackson",4,3,0.93,2164,599000,599
"New Jersey","Manahawkin",2,1,0.23,816,325000,325
"New Jersey","Brigantine",2,3,0.05,1160,399900,400
"New Jersey","Pemberton",3,2,0.23,1050,160000,160
"New Jersey","Tuckerton",2,2,0.13,1429,335000,335
"New Jersey","Little Egg Harbor",2,2,0.02,1200,160000,160
"New Jersey","Shamong",4,4,1.1,3836,549900,550
"New Jersey","Little Egg Harbor Township",3,1,0.11,782,339900,340
"New Jersey","Toms River",4,3,0.21,3000,799900,800
"New Jersey","Southampton",2,2,0.17,1714,323900,324
"New Jersey","Shamong",4,3,0.69,2220,515000,515
"New Jersey","Little Egg Harbor",4,3,0.11,1900,450000,450
"New Jersey","Toms River",4,3,0.29,2200,749900,750
"New Jersey","Toms River",5,2,0.34,2376,499999,500
"New Jersey","Browns Mills",4,2,0.27,1512,324900,325
"New Jersey","Toms River",4,2,0.23,1894,392500,392
"New Jersey","Waterford Works",2,1,0.9,1428,119900,120
"New Jersey","Mays Landing",5,5,1.03,3900,572900,573
"New Jersey","Toms River",2,2,0.12,1328,219900,220
"New Jersey","Medford",4,4,0.74,2971,450000,450
"New Jersey","Tuckerton",5,4,4.7,4287,1175000,1175
"New Jersey","Barnegat",4,3,0.17,3272,995000,995
"New Jersey","Toms River",4,4,0.39,3864,879900,880
"New Jersey","Toms River",2,2,0.11,1545,379900,380
"New Jersey","Bayville",5,4,0.49,3300,799500,800
"New Jersey","Brigantine",5,4,0.08,3410,1375000,1375
"New Jersey","Toms River",2,2,0.12,1364,3e+05,300
"New Jersey","Port Republic",3,2,1.71,1700,379900,380
"New Jersey","Mays Landing",4,3,1.03,2892,368900,369
"New Jersey","Absecon",3,2,0.21,1680,275000,275
"New Jersey","Little Egg Harbor Township",2,2,0.19,1343,199000,199
"New Jersey","Ventnor",3,2,0.03,1176,749900,750
"New Jersey","Galloway Township",2,2,0.14,1623,289000,289
"New Jersey","Egg Harbor Township",5,2,2.43,2079,469000,469
"New Jersey","Toms River",2,1,0.14,1153,224509,225
"New Jersey","Florence",3,1,0.13,1000,274900,275
"New Jersey","Waretown",3,1,0.17,1104,260000,260
"New Jersey","Forked River",4,2,0.18,1961,369900,370
"New Jersey","Mount Laurel",2,2,3234,1595,330000,330
"New Jersey","Galloway Township",4,3,0.22,2483,325000,325
"New Jersey","Beachwood",4,2,0.28,1174,394900,395
"New Jersey","Egg Harbor Township",3,1,0.46,960,219000,219
"New Jersey","Toms River",2,2,0.12,1232,289900,290
"New Jersey","Forked River",3,2,0.33,1684,450000,450
"New Jersey","Browns Mills",3,1,0.17,1016,219000,219
"New Jersey","Jackson",5,4,1.28,3622,1200000,1200
"New Jersey","Atlantic City",5,2,0.1,1920,2e+05,200
"New Jersey","Atlantic City",3,2,0.14,1035,150000,150
"New Jersey","Pleasantville",3,1,0.19,1039,140000,140
"New Jersey","Pleasantville",3,2,0.1,1660,225000,225
"New Jersey","Atlantic City",4,2,0.05,1470,190000,190
"New Jersey","Atlantic City",4,1,0.08,1344,150000,150
"New Jersey","Atlantic City",3,2,0.1,1621,215000,215
"New Jersey","Absecon",2,2,0.17,2000,349900,350
"New Jersey","Forked River",4,3,0.16,3120,699000,699
"New Jersey","Southampton",4,3,2.46,2404,525000,525
"New Jersey","Atlantic City",5,2,0.13,1623,2e+05,200
"New Jersey","Little Egg Harbor Township",2,1,0.11,600,319900,320
"New Jersey","Manahawkin",4,3,0.11,2291,1300000,1300
"New Jersey","Little Egg Harbor Township",4,3,0.11,1458,579900,580
"New Jersey","Southampton",1,1,0.11,782,142500,142
"New Jersey","Egg Harbor Township",3,2,1.35,1144,325000,325
"New Jersey","Manahawkin",3,1,0.25,1262,299900,300
"New Jersey","Mays Landing",3,2,0.28,1568,329900,330
"New Jersey","Egg Harbor Township",4,3,0.15,2802,485000,485
"New Jersey","Toms River",2,1,0.14,1121,265000,265
"New Jersey","Toms River",4,2,0.14,1310,295000,295
"New Jersey","Marlton",4,3,0.15,1966,389900,390
"New Jersey","Burlington",2,1,0.3,1160,249000,249
"New Jersey","Brigantine",2,2,0.06,1490,650000,650
"New Jersey","Jackson",3,2,0.94,1008,389900,390
"New Jersey","Mays Landing",3,3,0.08,1700,330000,330
"New Jersey","Manahawkin",3,2,0.14,1250,750000,750
"New Jersey","Southampton",4,1,33,1744,1799000,1799
"New Jersey","Pleasantville",3,2,0.19,1508,220000,220
"New Jersey","Toms River",2,2,0.19,1328,259000,259
"New Jersey","Toms River",4,3,0.41,2562,599900,600
"New Jersey","Shamong",4,3,1.2,2823,535000,535
"New Jersey","Toms River",4,3,1.54,3182,899000,899
"New Jersey","Jackson",2,2,0.01,1033,250000,250
"New Jersey","Atlantic City",3,2,0.03,1152,90000,90
"New Jersey","Atlantic City",3,2,0.05,1452,2e+05,200
"New Jersey","Tabernacle",3,3,1,2250,375000,375
"New Jersey","Little Egg Harbor",2,2,0.15,1336,259000,259
"New Jersey","Medford",4,4,0.46,3640,675000,675
"New Jersey","Forked River",3,2,0.23,1860,549900,550
"New Jersey","Jackson",5,3,1.03,2884,950000,950
"New Jersey","Atlantic City",3,2,0.06,1344,129900,130
"New Jersey","Atlantic City",2,2,0.06,1200,132500,132
"New Jersey","Egg Harbor City",3,1,0.9,1332,90000,90
"New Jersey","Pemberton",4,3,0.26,3310,474900,475
"New Jersey","Wrightstown",2,1,0.26,852,245000,245
"New Jersey","Little Egg Harbor",2,2,0.02,936,159000,159
"New Jersey","West Creek",5,3,0.24,2192,299900,300
"New Jersey","Margate",3,2,0.07,1352,514900,515
"New Jersey","Tuckerton",4,3,0.17,1852,310000,310
"New Jersey","Little Egg Harbor Township",4,3,1.14,1690,495000,495
"New Jersey","Manahawkin",3,2,0.13,1348,649500,650
"New Jersey","Jackson",4,3,0.5,2100,549000,549
"New Jersey","West Creek",2,1,0.39,1558,209900,210
"New Jersey","Atlantic City",2,1,0.02,927,99000,99
"New Jersey","Hammonton",3,2,0.96,1583,315000,315
"New Jersey","Waterford Works",4,3,3.56,3000,649900,650
"New Jersey","Medford",2,2,0.15,1838,385000,385
"New Jersey","Little Egg Harbor Township",2,1,0.14,836,249900,250
"New Jersey","Shamong",4,2,0.62,1724,375000,375
"New Jersey","Forked River",3,2,0.17,1336,389000,389
"New Jersey","West Creek",2,3,0.77,1600,799999,800
"New Jersey","Brigantine",3,2,0.11,1428,530000,530
"New Jersey","Mount Laurel",3,2,0.11,1819,394900,395
"New Jersey","Pemberton",4,2,0.21,2328,290000,290
"New Jersey","Forked River",4,3,0.57,2826,499900,500
"New Jersey","Toms River",2,2,0.14,1615,315000,315
"New Jersey","Whiting",2,1,0.12,966,150000,150
"New Jersey","Atlantic City",6,2,0.07,3191,349900,350
"New Jersey","Brigantine",3,3,0.11,1770,449900,450
"New Jersey","Little Egg Harbor",3,2,0.19,2129,499900,500
"New Jersey","Little Egg Harbor",3,2,0.18,1324,379000,379
"New Jersey","Waretown",3,2,0.17,1200,335000,335
"New Jersey","Toms River",2,2,0.19,1364,299999,300
"New Jersey","Jackson",5,4,0.92,3118,699900,700
"New Jersey","Galloway Township",3,3,0.43,1640,279500,280
"New Jersey","Hammonton",4,5,3.31,4012,549900,550
"New Jersey","Egg Harbor Township",4,2,1.21,1320,275000,275
"New Jersey","Galloway Township",3,2,0.34,1800,299000,299
"New Jersey","Barnegat",4,3,0.47,2188,449000,449
"New Jersey","Wrightstown",5,3,0.42,1992,349000,349
"New Jersey","Ventnor City",4,3,0.09,2324,599000,599
"New Jersey","Hammonton",3,3,14.07,2112,429900,430
"New Jersey","Bayville",4,2,0.29,1600,399900,400
"New Jersey","Manahawkin",3,2,0.09,960,579500,580
"New Jersey","Jackson",4,3,1.26,2940,799999,800
"New Jersey","Bayville",3,2,0.34,1776,489900,490
"New Jersey","Toms River",2,2,0.13,1232,339899,340
"New Jersey","Manahawkin",4,4,0.11,3102,2200000,2200
"New Jersey","Tabernacle",2,1,1,1511,219000,219
"New Jersey","Egg Harbor Township",4,3,0.23,1606,259888,260
"New Jersey","Toms River",2,1,0.11,1124,249900,250
"New Jersey","Egg Harbor Township",5,3,4.51,2976,399999,400
"New Jersey","Smithville",3,3,0.2,1984,347500,348
"New Jersey","Hammonton",4,1,0.5,1078,254900,255
"New Jersey","Whiting",2,1,0.12,1148,199000,199
"New Jersey","Mays Landing",4,3,0.27,2751,425000,425
"New Jersey","Hammonton",3,2,0.32,1949,349900,350
"New Jersey","Little Egg Harbor Township",3,2,0.19,1764,599000,599
"New Jersey","Browns Mills",3,1,0.32,1056,299000,299
"New Jersey","Forked River",2,1,0.14,935,279900,280
"New Jersey","Brigantine",2,2,0.13,1400,690000,690
"New Jersey","Manahawkin",5,3,0.09,2314,1299900,1300
"New Jersey","Manahawkin",5,3,0.24,2900,699900,700
"New Jersey","Egg Harbor Township",3,3,1,2276,399000,399
"New Jersey","Mays Landing",4,3,4.37,1962,375000,375
"New Jersey","Toms River",2,2,0.13,1232,235900,236
"New Jersey","Hammonton",3,2,0.77,1480,310000,310
"New Jersey","Waretown",3,3,0.31,1708,375000,375
